ASV	cladeName	sampleNum	ASVsNum	HR_sampleTypes	HR_sampleNum	HR_cat	HR_type	CP_pres	CP_sampleNum	CP_sampleTypes	captiveNames	codiv_clade_seq	codiv_clade	lineage	Family	Genus	captive_chimp_HOUZ	captive_gorilla_HOUZ	captive_orangutan_HOUZ	captive_bonobo_COLZ	captive_gorilla_COLZ	captive_orangutan_COLZ	captive_chimp_PC	captive_all	ASV_HR_type
ASV_8375	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_8390	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_5903	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_5201	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_8370	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_5204	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_8381	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_5904	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_5902	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_8371	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_5202	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_8391	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_8392	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_8380	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_5895	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_8347	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_5890	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_8335	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_8333	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_8334	clade_3550	172.0	111.0	['human']	172.0	HR	HR_human	False	0.0	[]	[]				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_7608	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_6645	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_5324	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_9596	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10647	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_6150	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10646	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_6403	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_6404	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_6402	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10648	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_6401	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_4923	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_3168	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10640	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10645	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_3555	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_6398	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10643	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10637	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_3680	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	HR_human
ASV_10639	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_4367	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10649	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10638	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_4169	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_6405	clade_3551	216.0	55.0	['human']	200.0	HR	HR_human	True	16.0	['captive_chimp', 'captive_gorilla']	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
