Genus	captive_mean	wild_mean	captive_bonobo_mean	captive_chimp_mean	captive_gorilla_mean	captive_orangutan_mean	industrialized_human_mean	non_industrialized_human_mean	wild_bonobo_mean	wild_chimp_mean	wild_gorilla_mean	captive_vs_wild_allspecies	captive_vs_wild_bonobo	captive_vs_wild_chimp	captive_vs_wild_gorilla
Oscillospira	0.00158908449063889	5.55031065881659e-06	0.0036203002524246	0.000761259465922678	0.00157528136802748	0.00171201855139679	0	0.000383693330874523	0	1.58520236240444e-05	0	0	0	0	0
Cellulosilyticum	0.000835951613153686	8.80120690183773e-05	0.000121783800540277	0.000207253886010363	0	0.0026404942208051	7.11723509650971e-06	0.000258769920822353	0	0.000251367803181275	0	0.00134386007872056	6.30285393441454e-05	1.6738080255152e-08	NA
Family_XIII_AD3011_group	0.000417975806576843	0.00521702771878003	8.85700367565653e-05	0.000577919489836588	0.000232496346485984	0.000548027102431247	0.00118288447303991	0.000392616431592536	0.00382391506518562	0.00423475488242328	0.00649989582955904	2.10328423966288e-05	1	1	5.76260263507322e-05
Terrisporobacter	0.00266572805432909	5.81461116637928e-06	0.000354280147026261	0.00182941410920686	0	0.00710623573317874	0.00130174229915163	0.00104846433436643	0	1.6606881891856e-05	0	3.38395977905748e-13	2.25597318603832e-13	0	NA
Haemophilus	3.23510686204987e-05	3.75306720739026e-05	0.000121783800540277	0	1.89792935906926e-05	4.52914960686981e-05	0.00127042646472698	0.00193631285580864	0	6.79372441030472e-05	2.94394724446538e-05	1	0.110023720786343	1	1
Family_XIII_UCG-001	0.000183754069764432	0.00103209348203232	0.00034320889243169	0.00022718214428059	0.00015183434872554	9.96412913511359e-05	0.000192877071115413	0.000237949352480325	7.36479109986657e-05	0.00167729507107745	0.000923946519801442	1	8.80216471284001e-05	1	1
Coprococcus_3	0.00125910359070981	0.000285973149182836	0.00345423143350604	0.0010003985651654	0.000906261268955569	0.000991883763904489	0.00310596139611684	0.00275872530531876	0.000272930493700938	0.000652197543389253	1.64181673249031e-05	4.51194637207664e-13	2.45370923579458e-09	1	0
Coprobacter	0	0	0	0	0	0	0.000654073905369242	2.00769766155274e-05	0	0	0	NA	NA	NA	NA
Prevotellaceae_UCG-004	0.00334898262359402	0.00219845162190649	0.00274567113945352	0.00172977281785572	0.00359657613543624	0.00519946374868655	1.77930877412743e-05	0.000746566093407018	7.22038343124173e-06	0.000710321630010749	0.00417361136273053	9.40668893640861e-05	0	3.13580272859326e-11	0.280277909837764
BD1-7_clade	0	0.00019029636544514	0	0	0	0	0	0	0	0	0.000407623464618283	1	NA	NA	1
Timonella	0	0.00194895194276731	0	0	0	0	0	0	0.000293147567308414	0	0.00405981647885793	0	1	NA	1
CAG-56	2.97629831308588e-05	3.62091695360892e-05	0	0	0	0.000104170440958006	0.00177788532710812	0.00073318144233	0	9.81315748155126e-05	3.96300590601109e-06	1	NA	1	1
Leadbetterella	0	0.00151021310021324	0	0	0	0	0	0	0.000228164116427239	0	0.00314549440197109	1.87253219152694e-07	1	NA	1
Caulobacter	0	8.64262659730012e-05	0	0	0	0	0	0	2.74374570387186e-05	0	0.000174372259864488	1	1	NA	1
dgA-11_gut_group	0.0013561567965713	0.00121948254189427	0.000929985385943935	0.000115583897967318	0.000284689403860388	0.00396300590601109	2.84689403860388e-06	0.000677412062842424	0.00136320839181844	0.0027703298428687	0	1	1	1	0
Ruminococcaceae_UCG-013	0.000402447293639003	0.000812195459740161	9.96412913511359e-05	0.000286966919091271	0.000351116931427812	0.000706547338671691	0.00228107384843136	0.00159574784507118	0.00160725735179441	0.00102434266942039	0.000341384651617812	1	1	1	1
DTU089	0	0	0	0	0	0	0.000198570859192621	0	0	0	0	NA	NA	NA	NA
Tyzzerella_3	0	0.000287030351213086	0	0	0	0	0.000547315378921597	1.26410593505172e-05	0.00147151414328707	5.05755039433796e-05	0	1	1	1	NA
Campylobacter	0.000341627284632466	0	0.000276781364864266	6.77560781187724e-05	0	0.0010054712127251	0	0.00068187361320143	0	0	0	0.0640002574787424	8.49960457571797e-09	0.0558133513552193	NA
Marvinbryantia	0.00163955215768687	0.00162782682607864	0.00377529781674859	0.00129932243921881	0.00163221924879956	0.00115946229935867	0.000274013551215624	0.00398119010368643	1.44407668624835e-06	0.00464011377223812	6.22758070944599e-06	2.60360737414089e-07	0	1	0
Caryophanon	0	0.00142907284439149	0	0	0	0	0	0	6.64275275674239e-05	0	0.00303509638030363	0.000279601854886735	1	NA	1
Ruminiclostridium_9	0	0.00122873305965897	0	0	0	0	0.000440556852473951	0	0.00154516205428573	0.000607660905588367	0.00157048262618211	1	1	1	1
Erysipelotrichaceae_UCG-006	0	0.00307725080955245	0	0	0	0	0	0	0.00491274888661688	0.00536251313453386	0.000643705387876372	1	1	0	1
Corynebacterium_1	0	0.00053653003035227	0	0	0	0	0	0	0	0	0.00114927171274322	0	NA	NA	1
Arcobacter	0	0.000378214026322216	0	0	0	0	0	0	0	0.00106435015761441	1.18890177180333e-05	1	NA	1	1
Odoribacter	1.42344701930194e-05	4.7574091361285e-06	0	0	0	4.9820645675568e-05	0.00221559528554347	0.000609001624004331	0	1.35874488206094e-05	0	1	NA	1	NA
Oceanobacter	0	0.000379271228352467	0	0	0	0	0	0	1.44407668624835e-06	0	0.000811850067031414	0.995371910162158	1	NA	1
Aquabacterium	0	0.000201661287270336	0	0	0	0	0	0	0.0001314109784486	0	0.000380448566977064	1	1	NA	1
Prevotellaceae_UCG-003	0.00750674196270051	1.61223309613244e-05	0.0130862229307825	0.00854523714627342	0.00731177285581431	0.00423022573281641	0.000121704720150316	0.00233190365430718	0	4.60463543365098e-05	0	0	0	0	0
Ruminococcaceae_UCG-010	0.0135758024359061	0.00244900850307593	0.0153004738496966	0.00760063770426465	0.016882081648921	0.0165042211674336	0.00209816090645106	0.00452921720611768	0.00169534602965556	0.00390865611072865	0.00164974274430233	2.25597318603832e-13	0	0.17808307363455	0
Hafnia-Obesumbacterium	0	0	0	0	0	0	0.000209958435347036	0	0	0	0	NA	NA	NA	NA
Perlucidibaca	0	0.000193732272043455	0	0	0	0	0	0	0	0	0.000414983332729447	0.0490241812964971	NA	NA	1
Aeromicrobium	0	0.000142722274083855	0	0	0	0	0	0	1.29966901762351e-05	0	0.000300622305155984	1	1	NA	1
Citrobacter	0	4.99527959293493e-05	0	0	0	0	0.000227751523088311	0.000272898163625872	0	7.54858267811636e-06	0.000101339722453712	1	NA	1	1
Sphingomonas	0	0.000132943155304035	0	0	0	0	0	0	0	0	0.00028477028153194	1	NA	NA	1
Taibaiella	0	0.00128000735812613	0	0	0	0	0	0	0.000417338162325772	0	0.00257821841371064	0.000519031576525109	1	NA	1
Methanocorpusculum	0.00119698953895845	0	0	0.00201275408529295	0.00199282582702272	0	0	0	0	0	0	0.271254314404595	NA	1.59499014280584e-05	2.48157050464215e-12
Methanosphaera	0.00155414533652876	0.000326411126839928	0.000132855055134848	0.000398565165404544	0.00127635749397407	0.00371390267763325	0.0002932300859762	0.000127897776958174	0.000493874226696934	0.000674088433155791	0	1.25240145001371e-05	1	0.368203581557099	0
Vitreoscilla	0	0.000419180604994434	0	0	0	0	0	0	3.3213763783712e-05	0	0.00088488260444219	1.28500232676743e-09	1	NA	1
Asteroleplasma	0	0.000935888097279502	0	0	0	0	0	0	0.00227730893421364	0.00148254163798205	0	1	1	0.505870822082665	NA
Fluviicola	0	0.000957825039407206	0	0	0	0	0	0	3.03256104112153e-05	0	0.00203981575419399	0.00206922928509279	1	NA	1
Fournierella	0.00469349303546195	0	0.0100416279172756	0.00399760860900757	0.0042039135303384	0.00376372332330882	0.000484683710072311	0.000257282737369351	0	0	0	0	0	0	0
Pseudobutyrivibrio	0	0.00073951282016042	0	0	0	0	0	0	0	0.0016025641025641	0.000382146998079641	1	NA	1	1
Anaerosporobacter	6.98783082202771e-05	1.69152324840125e-05	0.00033213763783712	8.36986847349542e-05	1.42344701930194e-05	0	0.000148038490007402	3.71795863250507e-06	0	1.50971653562327e-05	2.4910322837784e-05	1	8.49960457571797e-09	1	1
Prevotella	0.000436092405004322	0	0	0	0.00111503349845319	0.000461973259900721	0	0	0	0	0	1	NA	NA	0
Lachnospiraceae_FCS020_group	0	0.000243420767465242	0	0	0	0	0	0	0.00132855055134848	0	5.66143700858727e-07	1	1	NA	1
UBA1819	0.000115169804288975	4.6781189838597e-05	0	0	0	0.000403094315011413	0.00139426635540625	4.61026870430629e-05	0	0.000121532181117673	9.05829921373963e-06	1	NA	1	1
Niabella	0	8.90692710486281e-05	0	0	0	0	0	0	0	0	0.000190790427189391	1	NA	NA	1
Shuttleworthia	0.000889007365691304	2.00868385747648e-05	0.000132855055134848	0.000470306895177361	0.000958454326329974	0.00160784811043878	0	9.14617823596248e-05	0	5.73692283536843e-05	0	0	8.49960457571797e-09	6.92583768113764e-11	0
Anaerocolumna	0	0.00021672641620141	0	0	0	0	0	0	0	0	0.000464237834704156	0.000890251849909873	NA	NA	1
Verrucomicrobium	0	0.000174966936006504	0	0	0	0	0	0	0	0	0.000374787129968477	1	NA	NA	1
Rhabdobacter	0	0.000373456617186088	0	0	0	0	0	0	0	0	0.000799961049313381	7.86485586115049e-05	NA	NA	1
Mycobacterium	0	0.000118142326880525	0	0	0	0	0	0	2.59933803524702e-05	1.50971653562327e-06	0.000241743360266676	0.11305116024973	1	1	1
Lachnospiraceae_UCG-003	0.000100935334095956	2.93373563394591e-05	0	0.000107612594659227	0.000185048112509252	5.43497952824378e-05	9.46592267835791e-05	0.000660309453132901	4.62104539599471e-05	5.96338031571192e-05	0	1	1	1	3.05259246609069e-05
Z20	0.00232539481244144	0.000811666858725035	0.00247996102918383	0.000645675567955361	0.00125263337698571	0.00519493459907968	0	0.000295205915420903	0	0.00143423070884211	0.000662954273705569	1	0	1	3.38395977905748e-12
GCA-900066575	0.000366214096784045	0.000506664072997686	0.00131747929675391	0.000310880829015544	0.000403309988802217	4.52914960686981e-06	0.000130957125775779	0.000123436226599168	0.00208669081162886	0.000354028527603657	1.69843110257618e-06	0	1	1	0
Denitrobacterium	0	0.000489220239498548	0	0	0	0	0	0	0	0	0.0010479319902895	0	NA	NA	1
Peptococcus	0.00074019245003701	0.000848140328768687	5.53562729728533e-05	0.000334794738939817	9.96412913511359e-05	0.00209246711837385	0.000185759836018903	0	0.00127511971395729	0.000705037622136068	0.000788072031595348	1	1	1	1
Oscillibacter	0.000265278762688089	0.000156994501492241	6.64275275674239e-05	0.000131526504583499	6.64275275674239e-05	0.000688430740244212	0.000978619825770085	0.000854386893749665	0.000114082058213619	0.000382713141780499	4.52914960686981e-06	0.303024640612723	1	1	8.79643424767096e-07
Phoenicibacter	3.36451113653186e-05	0.00144863108195113	0	0.000103626943005181	0	0	0	0	0.00308021557176772	0.000760897133954129	0.00132477626000942	5.73295801942209e-08	0.00507818671308158	1	1
Arthrobacter	0	0.000203775691330838	0	0	0	0	0	0	0.000249825266720964	0	0.000338553933113519	1.16154604405949e-05	1	NA	1
Pirellula	0	7.32112405948664e-05	0	0	0	0	0	0	8.66446011749008e-06	0	0.000153424942932715	1	1	NA	1
Ottowia	0	0.000457504178591025	0	0	0	0	0	0	1.15526134899868e-05	0	0.000975465596579586	0.000195415685906752	1	NA	1
Viridibacillus	0	0.000216462115693847	0	0	0	0	0	0	2.02170736074769e-05	0	0.000455745679191275	0.477771577302731	1	NA	1
Leucobacter	0	0.000613441478053014	0	0	0	0	0	0	2.16611502937252e-05	0	0.00130552737418022	4.79264300450311e-05	1	NA	1
Bilophila	2.84689403860388e-05	7.5325644655368e-05	0	0	9.48964679534628e-05	9.05829921373963e-06	0.00140280703752206	0.000266205838087363	0	0.000215134606326316	0	1	NA	1	0.0519390073738464
Paraclostridium	0	4.12308791797804e-05	0	0	0	0	7.11723509650971e-07	0	0	0	8.83184173339614e-05	1	NA	NA	1
Ruminococcaceae_UCG-012	0.000358449840315125	0	0	0.00110402550817059	0	0	0	0	0	0	0	1	NA	0.0558133513552193	NA
Lachnospiraceae_NC2004_group	9.44651203718561e-05	1.2950724870572e-05	0	0.00022718214428059	2.84689403860388e-05	4.52914960686981e-05	0	0.000515309066465203	5.19867607049405e-05	9.81315748155126e-06	0	1	1	1	0.00158707172677985
Tyzzerella	0	0.000197696779656896	0	0	0	0	0.000134515743324033	0	0.00108016936131376	0	0	0.276963659239646	1	NA	NA
Candidatus_Soleaferrea	0.00109605420486249	0	0.000708560294052522	0.000725388601036269	0.000180303289111579	0.00254991122866771	4.9820645675568e-05	0.000201513357881775	0	0	0	0	2.25597318603832e-13	0	0
Anaerobium	0	9.25051776469432e-05	0	0	0	0	0	0	0	0.000259671244127203	3.39686220515236e-06	1	NA	1	1
Paenibacillus	0	0.000391164751192788	0	0	0	0	0	0	0.000239716729917226	0	0.000743912822928367	9.21272558445096e-05	1	NA	1
Ruminococcaceae_UCG-003	0.00132380572795081	0.000383764336981033	0.000941056640538506	0.00123953766440813	0.000972688796522993	0.00191130113409906	0.00127042646472698	0.00228877533417012	0.000644058202066762	0.000719379929224489	3.00056161455125e-05	0	1	1	0
Incertae_Sedis	0.000421857934811303	0.000171266728900626	0	0.000422479075328816	0.000835088917990472	0.000199282582702272	0	5.2795012581572e-05	0	0.000475560708721331	1.01905866154571e-05	1	NA	1	0
Ketogulonicigenium	0	0.00021381911061822	0	0	0	0	0	0	0	0	0.00045801025399471	0.561794667963372	NA	NA	1
Acholeplasma	0	0.000196639577626645	0	0	0	0	0	0	0	0	0.000421210913438893	5.32745069694585e-05	NA	NA	1
Prevotellaceae_Ga6A1_group	0	0.000227827037519043	0	0	0	0	0	0	0	0.00065068782685363	0	1	NA	1	NA
Lachnospiraceae_UCG-001	0.000257514506219169	3.91164751192788e-05	0	0.000195296931048226	0.000256220463474349	0.000434798362259502	0.000889654387063713	0.000573309221132282	1.73289202349802e-05	0.000102660724422382	0	1	1	1	2.48157050464215e-12
Paeniclostridium	0	8.19331573444354e-06	0	0	0	0	3.34510049535956e-05	0.000174000464001237	0	0	1.75504547266205e-05	1	NA	NA	1
Hungatella	0	3.06588588772726e-05	0	0	0	0	8.11364801002107e-05	2.23077517950304e-05	0	8.75635590661497e-05	0	1	NA	1	NA
Slackia	3.49391541101386e-05	0.00110583332364231	3.3213763783712e-05	3.58708648864089e-05	5.69378807720777e-05	1.35874488206094e-05	0.000441268575983602	0.000191103073710761	0.00127223156058479	0.00182826672463978	0.000498772600456538	1	1	0	1
Moheibacter	0	4.46667857780954e-05	0	0	0	0	0	0	0	0	9.56782854451248e-05	1	NA	NA	1
Ruminococcaceae_UCG-009	0.000434798362259502	4.91598944066612e-05	0.00016606881891856	0.00036667995217218	0.000778151037218395	0.000294394724446538	7.82895860616068e-05	0.000415667775114067	0	0.000140403637812964	0	0	2.25597318603832e-13	5.22232288791002e-06	0
Lachnospiraceae_UCG-004	0.000353273669335846	0.000630885311552152	0.000188211328107701	0.000422479075328816	0.000147089525327867	0.000538968803217508	0.00148394351762227	0.000846950976484655	0.00070759757626169	0.000649178110318007	0.0005870910177905	1	1	1	1
Aquamicrobium	0	0.000121049632463714	0	0	0	0	0	0	0	0	0.000259293814993297	1	NA	NA	1
Lachnoclostridium_12	0	5.28601015125389e-07	0	0	0	0	0	0.000125667001778671	0	1.50971653562327e-06	0	1	NA	1	NA
Butyricimonas	0.000355861754825485	3.70020710587773e-06	0	0.000534077321642088	0.000298923874053408	0.000353273669335846	0.000325257643910494	0.0002201031510443	0	1.05680157493629e-05	0	0.00142871111198772	NA	1.04910813742976e-05	2.48157050464215e-12
Vagococcus	0	0.000186860458846825	0	0	0	0	0	5.2051420855071e-06	4.33223005874504e-06	0	0.000398565165404544	0.752249529358064	1	NA	1
Morganella	0	3.93807756268415e-05	0	0	0	0	0	0	1.29966901762351e-05	0	7.92601181202217e-05	1	1	NA	1
Schwartzia	0	0.000435302935955758	0	0	0	0	0	0	0	0.000966218582798894	0.000207774738215153	1	NA	0.00106819943143677	1
Xylophilus	0	0.000211704706557718	0	0	0	0	0	0	9.24209079198942e-05	0	0.000417247907532882	1	1	NA	1
Intestinimonas	0.001063703136242	0.00134079647486555	0.000177140073513131	0.000542048624950179	0.00033213763783712	0.00271748976412189	0.000236292205204122	0.000504898782294189	0.000493874226696934	0.00330703407128278	0.000198150295300554	1	1	1	0.276166709526299
Oxalobacter	3.49391541101386e-05	0.000326675427347491	0	5.18134715025907e-05	6.64275275674239e-05	0	0.000127398508227524	0.000216385192411795	0.000261377880210951	0.000490657874077563	0.000229288198847784	1	1	0.013532481658947	1
Dehalobacterium	0.000694900953968311	1.69152324840125e-05	0	0.000956556396970905	0.00135701949173452	4.9820645675568e-05	3.55861754825485e-06	7.80771312826065e-05	2.59933803524702e-05	3.47234803193352e-05	0	5.73669023378187e-05	1	3.62776280127264e-08	0
Sellimonas	0	0	0	0	0	0	9.53709502932301e-05	1.04102841710142e-05	0	0	0	NA	NA	NA	NA
Negativibacillus	0.000194106411722992	0	0	0.000334794738939817	0	0.000298923874053408	0.000653362181859591	6.17181132995842e-05	0	0	0	1.25838748310514e-06	NA	0	NA
Coprococcus_1	0.00072984010807845	0.000552652361313595	0.000143926309729419	0.00133120765245118	0.000403309988802217	0.000597847748106815	0.00161632409041735	0.00110423371385401	0.00104117929078506	0.000963199149727647	5.32175078807203e-05	0	1	1	0
Eggerthella	0	7.92901522688084e-06	0	0	0	0	0.000534504355747879	6.91540305645943e-05	0	2.26457480343491e-05	0	1	NA	1	NA
Candidatus_Methanomethylophilus	5.17617097927979e-06	0.000344647861861754	0	1.59426066161817e-05	0	0	0	0	0.000636837818635521	2.34006063021607e-05	0.000471031559114461	1	1	1	1
Enterorhabdus	0.00023810386504687	0	0.000121783800540277	0.000251096054204862	3.79585871813851e-05	0.000461973259900721	0.000283265956841086	0.000412693408208063	0	0	0	0	6.30285393441454e-05	0	4.24208009164317e-07
Coprobacillus	0	0	0	0	0	0	0.000132380572795081	2.75128938805375e-05	0	0	0	NA	NA	NA	NA
Flavonifractor	0	1.50651289310736e-05	0	0	0	0	0.000827734441724079	6.32052967525862e-05	0	4.30269212652632e-05	0	1	NA	1	NA
Lachnospiraceae_UCG-010	3.88212823445984e-06	2.66943512638322e-05	0	1.19569549621363e-05	0	0	0.000681119398735979	0.000527206534089219	0	7.62406850489752e-05	0	1	NA	1	NA
Caproiciproducens	0.000185048112509252	2.80158538016456e-05	0.000852486603781941	0	0.00015183434872554	0.000153991086633574	0	0.000211180050326288	1.73289202349802e-05	7.09566771742937e-05	0	1	0	1	2.48157050464215e-12
Micrococcus	0	0.000130300150228408	0	0	0	0	0	0	0	0	0.000279108844523352	1.90395507804197e-06	NA	NA	1
Alicycliphilus	0	7.84972507461203e-05	0	0	0	0	0	0	0	0	0.000168144679155042	1	NA	NA	1
Ochrobactrum	0	4.38738842554073e-05	0	0	0	0	0	0	0.00014007543856609	2.26457480343491e-06	3.7365484256676e-05	0.217412398874174	1	1	1
Ruminococcaceae_UCG-004	0	6.60751268906737e-06	0	0	0	0	0.000589307065991004	5.130782912857e-05	0	1.88714566952909e-05	0	1	NA	1	NA
Helicobacter	0	0	0	0	0	0	0	4.53590953165619e-05	0	0	0	NA	NA	NA	NA
Pseudorhodobacter	0	0.000211440406050156	0	0	0	0	0	0	2.59933803524702e-05	0	0.000442724374071524	2.35534361614498e-06	1	NA	1
Adlercreutzia	0	0	0	0	0	0	0.000367961054489552	1.26410593505172e-05	0	0	0	NA	NA	NA	NA
Anaerofilum	0.000961473759401221	1.85010355293886e-06	0.000276781364864266	0.00154244719011558	0.00090626126895557	0.000634080944961774	0.000121704720150316	0.000882643379356704	1.01085368037384e-05	0	0	0	4.24946389188108e-09	0	0
Lachnospiraceae_NK4B4_group	5.30557525376178e-05	0	0	0.000163411717815863	0	0	2.84689403860388e-05	7.58463561031035e-05	0	0	0	0.0117739484654207	NA	5.41433564649196e-12	NA
Syntrophococcus	3.88212823445984e-06	0	0	0	0	1.35874488206094e-05	0.000186471559528554	0.000136077285949686	0	0	0	1	NA	NA	NA
Faecalitalea	0	0	0	0	0	0	0.000116010932073108	0	0	0	0	NA	NA	NA	NA
Candidatus_Stoquefichus	0	0	0	0	0	0	2.77572168763879e-05	0	0	0	0	NA	NA	NA	NA
Leuconostoc	0	1.05720203025078e-06	0	0	0	0	1.06758526447646e-05	1.78462014360243e-05	0	3.01943307124654e-06	0	1	NA	1	NA
Cetobacterium	0	0	0	0	0	0	0	5.94873381200811e-06	0	0	0	NA	NA	NA	NA
Delftia	0	0	0	0	0	0	2.84689403860388e-06	6.69232553850913e-06	0	0	0	NA	NA	NA	NA
