"Phylum"	"Class"	"Order"	"Family"	"Genus"	"industrialized_humanvs.captive"	"non_industrialized_humanvs.captive"	"non_industrialized_humanvs.industrialized_human"	"wildvs.captive"	"wildvs.industrialized_human"	"wildvs.non_industrialized_human"	"wild_mean"	"captive_mean"	"nih_mean"	"ih_mean"
"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Vagococcus"	1	1	0.98439	0.00149	5e-05	0.00027	0.000204400222811989	0	7.48406962323055e-06	0
"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Aerococcus"	1	1	1	0.00016	0	0	0.00286621313758503	0	0	0
"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Rummeliibacillus"	0.8841	0.88547	1	0.00259	1e-05	1e-05	0.000579996172208478	7.20804292232864e-05	0	0
"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Viridibacillus"	1	1	1	0.00087	2e-05	3e-05	0.000244574482126805	0	0	0
"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Lysinibacillus"	1	1	1	0	0	0	0.00525452267363468	0	1.10911825939614e-05	8.85880831310572e-06
"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Kurthia"	0.90398	1	1	0	0	0	0.0150477214759261	3.72668738138891e-05	0.000689603558140529	0
"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Solibacillus"	1	0.88774	0.82906	0	0	0	0.00357526801646067	0	0.00010905691725204	0
"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Caryophanon"	1	1	1	0	0	0	0.00159379034082252	0	0	0
"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	1	1	1	0	0	0	0.0247819608270534	0	1.42874211579403e-05	3.11320240159529e-05
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Turicibacter"	0	0.00052	0	0.38872	0	0	0	1.24527986443937e-05	0.000567490186195119	0.00154976243632184
"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Tetragenococcus"	1	1	1	0.05949	0.01463	0.01643	0.000417513557583823	0	0	0
"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Weissella"	0.00119	0.34806	0.01342	0.00013	1	0.00159	0.000567376201099417	0.00145592960952683	0.000674084834102637	8.38537905670828e-05
"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	0.27734	0.04064	0.36276	0.92142	0.23299	0.01093	1.3718130036168e-06	0	1.99086180971382e-05	1.10106451096581e-05
"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	0	0	1	0.44776	0	0	0.00637549883996591	0.00971544571229874	0.0012105409032571	0.00027622373088133
"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Pediococcus"	0.46287	0.43917	1	1	0.24273	0.22624	0	0	0.00160190760336072	3.02632161679387e-05
"Firmicutes"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Paenibacillus"	1	1	1	2e-05	0	0	0.000434062324759639	0	0	0
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Catenibacterium"	0	0.46753	0	0	0	0	0	0.00820029272493069	0.00733980030071429	0.0061628657535819
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelatoclostridium"	0	0.00641	0	0.13692	0	0.06405	0.000123062819708936	0	0.000356233053317693	0.00140842997521015
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelotrichaceae_UCG-003"	0	1	0	1	0	1	0.00444983167986458	0.00318895266733281	0.00491811876532323	0.0101632831438596
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Candidatus_Stoquefichus"	0.0305	1	0.01002	1	0.00144	1	0	0	0	2.96486965437184e-05
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Coprobacillus"	0	0.63551	0	1	0	0.42462	0	0	2.8413772246901e-05	0.000148132853931562
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Asteroleplasma"	1	1	1	0	0	0	0.00128687512308622	0	0	0
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelotrichaceae_UCG-004"	0	0	1	0	0	0	0.0152368368465013	0.0103318547122319	0	0
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalitalea"	0	1	0	1	0	1	0	0	0	0.000122855223248039
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Catenisphaera"	1	1	1	0	0	0	0.0077187297651035	0	0	0
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Holdemanella"	0	0.49614	0	0.01178	1e-04	0.06005	0.00748096632142487	0.00662621673297791	0.0133692053796487	0.00890249729869721
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Solobacterium"	0	1e-05	0	8e-04	0	0	0.0111038569103749	0.00319294943809994	0.00191043621690134	0.000173977305574912
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelotrichaceae_UCG-006"	1	1	1	0	0	0	0.00420679175270508	0	0	0
"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelothrix"	1	1	1	0	0	0	0.00090962733027363	0	0	0
"Tenericutes"	"Mollicutes"	"Anaeroplasmatales"	"Anaeroplasmataceae"	"Anaeroplasma"	0	0	0.00029	0	0.09899	0	5.11484378049709e-06	0.00388014234777367	0.000623680118821868	0.000102801578963174
"Tenericutes"	"Mollicutes"	"Acholeplasmatales"	"Acholeplasmataceae"	"Acholeplasma"	1	1	1	0.00029	0	1e-05	0.000215022340881435	0	0	0
"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Acidaminococcaceae"	"Phascolarctobacterium"	0	0.03437	6e-05	0	0.07715	0	0.00568950872154454	0.0230227005425972	0.0159861823755316	0.0119084946130169
"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Acidaminococcaceae"	"Acidaminococcus"	0.03758	0.78615	0.00189	0.27718	0	0.52935	4.41902522931979e-06	3.94307525626116e-05	5.17615174046082e-05	0.000599105831288927
"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	0	0	0.49922	0.232	0	0	3.51140808977572e-05	0	0.00324739341717897	0.00110478903831289
"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	0	0	0.75021	0	0.02195	0.00328	8.5753696271029e-06	0.00241901074745438	0.000431234276286741	0.00109917991291071
"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Dialister"	1	0.00555	0.00157	0	0	0	0.0346693461879826	0.00673827570307365	0.00511271285476297	0.0129966388666662
"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megamonas"	0	0.02058	0.01448	1	0	0.00075	0	0	0.00184606504263876	0.00147159518983412
"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Mitsuokella"	0.76974	1	0.61068	0.04598	0.00075	0.01578	0	9.0271805038564e-05	6.95340369996712e-05	0.000572396197901913
"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Schwartzia"	1	1	1	0	0	0	0.000576767583373579	0	0	0
"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Anaerovibrio"	0	0.00682	0	0.9038	0	1e-05	0.00516157822791978	0.00205425738140348	0.00223123848478133	3.18184640218539e-05
"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	0	0.012	0.00012	1	0	0.00059	1.71320728830432e-06	0	0.00133088488754618	0.00346823550042387
"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Cetobacterium"	1	0.07244	0.03038	1	1	0.00822	0	0	7.45573833626535e-06	0
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Saccharofermentans"	0	0	1	0	1	1	0	0.00840056784916999	0	0
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_UCG-013"	0	0.05509	1e-05	0.21659	0	0.31998	0.0011430789508669	0.000546809937859408	0.002025421179598	0.00250382751122117
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_UCG-002"	0.02551	1	0.01007	0	0	0	0.00709547456853741	0.028706417713944	0.0515036778616855	0.0302354153920174
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillibacter"	0	0.00421	0.00028	0.3735	0	0	0.000221643871587658	0.000379829268024375	0.00109430210283915	0.0010657190974758
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_UCG-003"	0.00185	0.1164	0	0	2e-05	0	0.000525567266052109	0.00174373732417987	0.00278389409678585	0.0014110924935329
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	0	0	0.00453	0	0.64824	0.00577	7.63035100954758e-06	0.00210181437383619	0.000461051816003156	0
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_NK4A214_group"	0	0	0.74843	0.03379	0	0	0.0156344384633192	0.0199202855310381	0.00596352937294425	0.00543611523144315
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_UCG-010"	0	0	0	0	0	0.08708	0.00334588210978202	0.0187525856654141	0.00573456576245527	0.00242337666960668
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_UCG-012"	0.00095	0.00105	1	0.00016	1	1	0	0.000432017217783462	0	0
"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Peptococcus"	0	0	0.82906	0	0	0	0.0011084644758101	0.000952746900251365	0	0.000201979252459715
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Candidatus_Soleaferrea"	0	0	0.00049	0	0.32087	0	0	0.00147602413265802	0.000277069676092156	6.28118654266676e-05
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Negativibacillus"	0.00013	0.00015	0	0	0	0.15799	0	0.000244640026102635	7.08772402907845e-05	0.00071278452030413
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Anaerofilum"	0	0.00095	0	0	0.02102	0	2.36922237527246e-06	0.00125884058161296	0.00110662495957627	0.000136361515780347
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Fournierella"	0	0	0.78888	0	5e-05	0	0	0.00634869235641298	0.000313855560702292	0.000541504286079991
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"UBA1819"	0	1	0	1	0	1	5.54382712501082e-05	0.000171528562927771	5.03031652336491e-05	0.00156861039900663
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	0.00083	0.04412	0.18332	0	0	0	0.00677933634593127	0.0303841831659023	0.0672469666134236	0.0747985108027069
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Subdoligranulum"	0.00021	0.03817	0.08998	0.00012	0	0	0.00967902079959468	0.0131382744205502	0.02548266960911	0.0272636705619376
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcus_1"	0	0	0.52322	0	0	0	0.00467966688132865	0.0371073586580943	0.0122980324659174	0.0143122891571336
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminiclostridium_6"	0	0	0.11757	0	0	0	0.000877203274814491	0.0162076678974814	0.00430124980963822	0.00354173264835441
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Caproiciproducens"	0	0.10251	0.00073	0.00025	0.05209	0.0466	3.79410343833011e-05	0.000235385614612924	0.000256944926348693	0
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"CAG-352"	0.30002	0.0885	0.00043	9e-04	0	0.1439	9.1197280681993e-06	0.00051428618938564	0.000224771378105765	0.00129004855845424
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_UCG-001"	0.14304	1	0.10526	0.16907	0.89452	0.11012	0.000277776952003158	0.000547558309446721	0.000348890634789317	0.00147806556584935
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"DTU089"	0.25043	1	0.16391	1	0.08017	1	0	0	0	0.000210128336446346
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminiclostridium_5"	0	0.69984	0	0	1	0	0.00948005308518547	0.000365389033853636	0.000422054675144197	0.00489280524554878
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcus_2"	0	0.00555	1e-05	0.00744	0	0	0.00251041441092701	0.0108026319222571	0.0126725749009507	0.0367527739531401
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminiclostridium_9"	0.00021	1	1e-05	0	0	0	0.00162538705192875	0	0	0.000470065782679037
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Intestinimonas"	0	0.01168	0.00275	1	0	0.00028	0.00183972077131312	0.00141916101944205	0.000638378764906024	0.00027341970909176
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Flavonifractor"	0	0.23265	0	1	0	0.0876	1.57427773794518e-05	0	6.60393294819023e-05	0.000888707944528301
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_UCG-004"	0	0.15334	0	1	0	0.04313	6.90472692081217e-06	0	5.61278896573737e-05	0.000656555017946735
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Butyricicoccus"	0	0	0.01691	2e-05	0	0.00851	0.00354830858753891	0.000587300841844715	0.00290351205077195	0.00348300845583536
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_UCG-009"	0	0	3e-05	0	0.08728	0.00144	7.05702908275381e-05	0.000583214356241138	0.000561147652165664	8.81438507644476e-05
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_UCG-008"	0	0	0	0.00114	0	0	0.0130790873302086	0.012372913307627	0.00572650407398194	0.000251127221260015
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_UCG-005"	0	0	0	0	0.10208	0	0.0100707112777293	0.0639370692184872	0.017993685909869	0.00706841783106716
"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Cellulosilyticum"	0	0	0.52479	0	0.78438	0.79983	0.000113300254247468	0.00104686406442086	0.000288979741019937	9.34073119243774e-06
"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_UCG-014"	0	0	0.00147	0	0.47941	0	0.00606319077491447	0.0351633439060882	0.0189650201201065	0.0187415235468836
"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Tyzzerella_3"	1e-05	0.95896	0	0.00065	0.06564	0.00013	0.000395712819209198	0	1.51943704652461e-05	0.000590703428888059
"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospiraceae_NC2004_group"	0.00563	0.11909	0	0.0218	0.37684	0	1.90612878904408e-05	0.00011521640225945	0.000687538329968366	0
"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Moheibacter"	1	1	1	0.56525	0.42462	0.43373	4.90263238386806e-05	0	0	0
"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	1	1	1	0	0	0	0.00992129000175675	0	0	0
"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	"Leadbetterella"	1	1	1	0	0	0	0.0016663711594634	0	0	0
"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Chryseobacterium"	1	1	1	0	0	0	0.00150077777514732	0	0	0
"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Chishuiella"	1	1	1	0	0	0	0.0120793218698985	0	0	0
"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Fluviicola"	1	1	1	0	0	0	0.00105140365451026	0	0	0
"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Niabella"	1	1	1	0.15425	0.06295	0.0677	0.000101285098869262	0	0	0
"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Taibaiella"	1	1	1	0	0	0	0.00142492569519355	0	0	0
"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	"Rhabdobacter"	1	1	1	6e-05	0	0	0.000406445875116435	0	0	0
"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Sphingobacterium"	1	1	1	0	0	0	0.00631415952020894	0	0	0
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Odoribacter"	0	0.00011	0	1	0	0	5.78365053650014e-06	1.91747968503946e-05	0.00065994543458838	0.00242106121663352
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Butyricimonas"	0.63786	4e-05	6e-05	0	0	0.00827	3.97927651156041e-06	0.000503448989359471	0.000251366373245354	0.000356589160230269
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"dgA-11_gut_group"	0	0.02169	8e-04	1	0	0.00093	0.0016559513561128	0.00181417945650133	0.00082524427203045	3.00973649756964e-06
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Rikenellaceae_RC9_gut_group"	0	2e-05	0	0.14465	0	4e-05	0.0330308243932892	0.0304875189783367	0.0217701745374928	0.0047211528109356
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	0	0.00129	0	1	0	1e-05	3.46873201470653e-05	0	0.00196549552238955	0.038617060877264
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"CAG-873"	0	0	0.03505	0	0.75552	0.00171	0	0.00347485694871275	0.00103093578310904	0.000905009191704737
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	0	0.00331	0	0.08703	0	0.05994	0.00195852477355495	0.0018040145153578	0.00467040727921451	0.0100966815196007
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	"Coprobacter"	0	0.69831	0	1	0	0.49577	0	0	2.15338500598165e-05	0.000704007865969736
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	"Barnesiella"	0	0.11012	0	1	0	0.00818	1.33376236022587e-06	1.76258041773156e-05	0.00023592532553717	0.00504915135016835
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	0	0.00379	0	0	0	0	0.00101921121477792	0.00431900423380199	0.0289787709464595	0.204237711288379
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	0	2e-05	0	1	0	0	0.00781171525088832	0.00655263283898283	0.0226323666914046	0.00417566958167889
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotellaceae_UCG-004"	0	0	2e-05	0	0	0	0.00279439049163065	0.00455887098906753	0.000968778244708788	2.15068563858158e-05
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotellaceae_UCG-003"	0	0	0	0	0.98267	0	2.16014522879025e-05	0.0101392240513045	0.00298932321008013	0.000137857609772794
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotellaceae_Ga6A1_group"	1	1	1	0	0	0	0.000304975570647909	0	0	0
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Paraprevotella"	0	0.0159	0.00019	1	0	0.00046	0	0	0.000345156367746969	0.00188200626989064
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella_7"	0	0	1e-05	0.03109	0	0	0.0395701309167123	0.0184450093681835	0.00753361193299311	0.00138523345911813
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella_9"	0	0.1842	0	0	1	0	0.0135264606490997	0.125988244882822	0.225076267512894	0.04573244337561
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotellaceae_UCG-001"	0	0	2e-05	0.0144	0	0	0.00827516267607139	0.00509195953849698	0.00480055933801545	0.000291902564369373
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotellaceae_NK3B31_group"	0	0.59677	0	0	0	0	0.00110194949741167	0.00254348619986808	0.0105198852799681	0.000155529206171883
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella_2"	0	0.86254	0	0	0	0	1.39914561301999e-05	0.0148637086672613	0.0264219021689356	0.00572240914312232
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	0	0	1	0	1	1	0	0.000647045478335683	0	0
"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella_1"	0	0	1	0	0	0	0.00285613632952012	0.0161375470711545	1.62181949612385e-05	0
"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Methanosphaera"	0	0	1	0	0.43207	0.3481	0.000490107997611713	0.00213649306836564	0.000151640399933774	0.000322957517152396
"Euryarchaeota"	"Thermoplasmata"	"Methanomassiliicoccales"	"Methanomethylophilaceae"	"Candidatus_Methanomethylophilus"	1	1	1	0	0	0	0.000449301106412181	6.05878842407884e-06	0	0
"Euryarchaeota"	"Thermoplasmata"	"Methanomassiliicoccales"	"Methanomethylophilaceae"	"Candidatus_Methanogranum"	0	0.00286	0.01136	0.00244	0	0	0.00769723596107293	0.00160815220291229	0.00028281153215516	4.0087872616776e-06
"Euryarchaeota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanocorpusculaceae"	"Methanocorpusculum"	0	0	1	0	1	1	0	0.00183921275617913	0	0
"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Methanobrevibacter"	0.00248	0.0907	0.17924	0	0	0	0.0137634480881239	0.00740729215269741	0.00590895886955525	0.00538238607549119
"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	1	1	1	0	0	0	0.00205233927424008	0	0	0
