X.SampleID	Old_SampleID	dataset	genus_sp	subspecies	common_name	uniqueid	site	site_code	country	captivity_status	amplicon	sample	Description
ChengpingW_2017__AS54raw	AS54raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS54raw	industrialized_human
ChengpingW_2017__AS56raw	AS56raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS56raw	industrialized_human
ChengpingW_2017__AS57raw	AS57raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS57raw	industrialized_human
ChengpingW_2017__AS58raw	AS58raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS58raw	industrialized_human
ChengpingW_2017__AS5raw	AS5raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS5raw	industrialized_human
ChengpingW_2017__AS61raw	AS61raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS61raw	industrialized_human
ChengpingW_2017__AS62raw	AS62raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS62raw	industrialized_human
ChengpingW_2017__AS63raw	AS63raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS63raw	industrialized_human
ChengpingW_2017__AS64raw	AS64raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS64raw	industrialized_human
ChengpingW_2017__AS65raw	AS65raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS65raw	industrialized_human
ChengpingW_2017__AS66raw	AS66raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS66raw	industrialized_human
ChengpingW_2017__AS67raw	AS67raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS67raw	industrialized_human
ChengpingW_2017__AS68raw	AS68raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS68raw	industrialized_human
ChengpingW_2017__AS6raw	AS6raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS6raw	industrialized_human
ChengpingW_2017__AS71raw	AS71raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS71raw	industrialized_human
ChengpingW_2017__AS73raw	AS73raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS73raw	industrialized_human
ChengpingW_2017__AS74raw	AS74raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS74raw	industrialized_human
ChengpingW_2017__AS76raw	AS76raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS76raw	industrialized_human
ChengpingW_2017__AS77raw	AS77raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS77raw	industrialized_human
ChengpingW_2017__AS78raw	AS78raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS78raw	industrialized_human
ChengpingW_2017__AS79raw	AS79raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS79raw	industrialized_human
ChengpingW_2017__AS80raw	AS80raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS80raw	industrialized_human
ChengpingW_2017__AS81raw	AS81raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS81raw	industrialized_human
ChengpingW_2017__AS82raw	AS82raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS82raw	industrialized_human
ChengpingW_2017__AS84raw	AS84raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS84raw	industrialized_human
ChengpingW_2017__AS90raw	AS90raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS90raw	industrialized_human
ChengpingW_2017__AS92raw	AS92raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS92raw	industrialized_human
ChengpingW_2017__AS94raw	AS94raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS94raw	industrialized_human
ChengpingW_2017__AS96raw	AS96raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS96raw	industrialized_human
ChengpingW_2017__AS97raw	AS97raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS97raw	industrialized_human
ChengpingW_2017__AS98raw	AS98raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS98raw	industrialized_human
ChengpingW_2017__AS99raw	AS99raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS99raw	industrialized_human
ChengpingW_2017__AS9raw	AS9raw	ChengpingW_2017	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	AS9raw	industrialized_human
ChngKR_2016__WBE003	WBE003	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE003	industrialized_human
ChngKR_2016__WBE004	WBE004	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE004	industrialized_human
ChngKR_2016__WBE005	WBE005	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	IDN	IDN	IDN	industrialized_human	META	WBE005	industrialized_human
ChngKR_2016__WBE006	WBE006	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	IDN	IDN	IDN	industrialized_human	META	WBE006	industrialized_human
ChngKR_2016__WBE007	WBE007	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE007	industrialized_human
ChngKR_2016__WBE008	WBE008	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE008	industrialized_human
ChngKR_2016__WBE009	WBE009	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE009	industrialized_human
ChngKR_2016__WBE010	WBE010	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE010	industrialized_human
ChngKR_2016__WBE011	WBE011	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBE011	industrialized_human
ChngKR_2016__WBE012	WBE012	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBE012	industrialized_human
ChngKR_2016__WBE013	WBE013	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE013	industrialized_human
ChngKR_2016__WBE014	WBE014	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE014	industrialized_human
ChngKR_2016__WBE015	WBE015	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE015	industrialized_human
ChngKR_2016__WBE016	WBE016	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE016	industrialized_human
ChngKR_2016__WBE017	WBE017	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBE017	industrialized_human
ChngKR_2016__WBE018	WBE018	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBE018	industrialized_human
ChngKR_2016__WBE019	WBE019	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE019	industrialized_human
ChngKR_2016__WBE020	WBE020	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE020	industrialized_human
ChngKR_2016__WBE021	WBE021	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE021	industrialized_human
ChngKR_2016__WBE022	WBE022	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE022	industrialized_human
ChngKR_2016__WBE023	WBE023	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE023	industrialized_human
ChngKR_2016__WBE024	WBE024	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE024	industrialized_human
ChngKR_2016__WBE026	WBE026	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBE026	industrialized_human
ChngKR_2016__WBE027	WBE027	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBE027	industrialized_human
ChngKR_2016__WBE028	WBE028	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE028	industrialized_human
ChngKR_2016__WBE029	WBE029	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE029	industrialized_human
ChngKR_2016__WBE030	WBE030	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE030	industrialized_human
ChngKR_2016__WBE031	WBE031	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE031	industrialized_human
ChngKR_2016__WBE032	WBE032	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	MYS	MYS	MYS	industrialized_human	META	WBE032	industrialized_human
ChngKR_2016__WBE033	WBE033	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	MYS	MYS	MYS	industrialized_human	META	WBE033	industrialized_human
ChngKR_2016__WBE034	WBE034	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE034	industrialized_human
ChngKR_2016__WBE035	WBE035	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE035	industrialized_human
ChngKR_2016__WBE036	WBE036	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE036	industrialized_human
ChngKR_2016__WBE037	WBE037	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE037	industrialized_human
ChngKR_2016__WBE038	WBE038	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE038	industrialized_human
ChngKR_2016__WBE039	WBE039	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE039	industrialized_human
ChngKR_2016__WBE040	WBE040	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE040	industrialized_human
ChngKR_2016__WBE041	WBE041	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE041	industrialized_human
ChngKR_2016__WBE042	WBE042	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBE042	industrialized_human
ChngKR_2016__WBE043	WBE043	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBE043	industrialized_human
ChngKR_2016__WBE044	WBE044	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE044	industrialized_human
ChngKR_2016__WBE045	WBE045	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE045	industrialized_human
ChngKR_2016__WBE046	WBE046	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE046	industrialized_human
ChngKR_2016__WBE047	WBE047	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE047	industrialized_human
ChngKR_2016__WBE048	WBE048	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE048	industrialized_human
ChngKR_2016__WBE049	WBE049	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBE049	industrialized_human
ChngKR_2016__WBS012	WBS012	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBS012	industrialized_human
ChngKR_2016__WBS013	WBS013	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBS013	industrialized_human
ChngKR_2016__WBS014	WBS014	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBS014	industrialized_human
ChngKR_2016__WBS015	WBS015	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBS015	industrialized_human
ChngKR_2016__WBS016	WBS016	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBS016	industrialized_human
ChngKR_2016__WBS017	WBS017	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBS017	industrialized_human
ChngKR_2016__WBS018	WBS018	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	MYS	MYS	MYS	industrialized_human	META	WBS018	industrialized_human
ChngKR_2016__WBS019	WBS019	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	MYS	MYS	MYS	industrialized_human	META	WBS019	industrialized_human
ChngKR_2016__WBS020	WBS020	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBS020	industrialized_human
ChngKR_2016__WBS021	WBS021	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBS021	industrialized_human
ChngKR_2016__WBS022	WBS022	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBS022	industrialized_human
ChngKR_2016__WBS023	WBS023	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBS023	industrialized_human
ChngKR_2016__WBU001	WBU001	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBU001	industrialized_human
ChngKR_2016__WBU002	WBU002	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBU002	industrialized_human
ChngKR_2016__WBU003	WBU003	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBU003	industrialized_human
ChngKR_2016__WBU004	WBU004	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBU004	industrialized_human
ChngKR_2016__WBU005	WBU005	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBU005	industrialized_human
ChngKR_2016__WBU006	WBU006	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBU006	industrialized_human
ChngKR_2016__WBU007	WBU007	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBU007	industrialized_human
ChngKR_2016__WBU008	WBU008	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	SGP	SGP	SGP	industrialized_human	META	WBU008	industrialized_human
ChngKR_2016__WBU009	WBU009	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	MYS	MYS	MYS	industrialized_human	META	WBU009	industrialized_human
ChngKR_2016__WBU010	WBU010	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	MYS	MYS	MYS	industrialized_human	META	WBU010	industrialized_human
ChngKR_2016__WBU011	WBU011	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBU011	industrialized_human
ChngKR_2016__WBU012	WBU012	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBU012	industrialized_human
ChngKR_2016__WBU013	WBU013	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	BRN	BRN	BRN	industrialized_human	META	WBU013	industrialized_human
ChngKR_2016__WBU014	WBU014	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	BRN	BRN	BRN	industrialized_human	META	WBU014	industrialized_human
ChngKR_2016__WBU015	WBU015	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBU015	industrialized_human
ChngKR_2016__WBU016	WBU016	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBU016	industrialized_human
ChngKR_2016__WBU017	WBU017	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	MYS	MYS	MYS	industrialized_human	META	WBU017	industrialized_human
ChngKR_2016__WBU018	WBU018	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	MYS	MYS	MYS	industrialized_human	META	WBU018	industrialized_human
ChngKR_2016__WBU019	WBU019	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBU019	industrialized_human
ChngKR_2016__WBU020	WBU020	ChngKR_2016	Homo_sapiens	Homo_sapiens	human	NA	CHN	CHN	CHN	industrialized_human	META	WBU020	industrialized_human
CM_cf__CF_FIFC001SS_t1M15	CF_FIFC001SS_t1M15	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC001SS_t1M15	industrialized_human
CM_cf__CF_FIFC001SS_t2M15	CF_FIFC001SS_t2M15	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC001SS_t2M15	industrialized_human
CM_cf__CF_FIFC001SS_t3M15	CF_FIFC001SS_t3M15	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC001SS_t3M15	industrialized_human
CM_cf__CF_FIFC001SS_t4M16	CF_FIFC001SS_t4M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC001SS_t4M16	industrialized_human
CM_cf__CF_FIFC001SS_t5M16	CF_FIFC001SS_t5M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC001SS_t5M16	industrialized_human
CM_cf__CF_FIFC001SS_t6M17	CF_FIFC001SS_t6M17	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC001SS_t6M17	industrialized_human
CM_cf__CF_FIFC001SS_t7M16	CF_FIFC001SS_t7M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC001SS_t7M16	industrialized_human
CM_cf__CF_FIFC001SS_t8M17	CF_FIFC001SS_t8M17	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC001SS_t8M17	industrialized_human
CM_cf__CF_FIFC003SS_t1M16	CF_FIFC003SS_t1M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC003SS_t1M16	industrialized_human
CM_cf__CF_FIFC003SS_t2M16	CF_FIFC003SS_t2M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC003SS_t2M16	industrialized_human
CM_cf__CF_FIFC003SS_t3M17	CF_FIFC003SS_t3M17	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC003SS_t3M17	industrialized_human
CM_cf__CF_FIFC003SS_t4M16	CF_FIFC003SS_t4M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC003SS_t4M16	industrialized_human
CM_cf__CF_FIFC003SS_t5M16	CF_FIFC003SS_t5M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC003SS_t5M16	industrialized_human
CM_cf__CF_FIFC003SS_t6M16	CF_FIFC003SS_t6M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC003SS_t6M16	industrialized_human
CM_cf__CF_FIFC003SS_t7M16	CF_FIFC003SS_t7M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC003SS_t7M16	industrialized_human
CM_cf__CF_FIFC003SS_t8M16	CF_FIFC003SS_t8M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC003SS_t8M16	industrialized_human
CM_cf__CF_FIFC004SS_t1M16	CF_FIFC004SS_t1M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC004SS_t1M16	industrialized_human
CM_cf__CF_FIFC004SS_t2M16	CF_FIFC004SS_t2M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC004SS_t2M16	industrialized_human
CM_cf__CF_FIFC004SS_t3M17	CF_FIFC004SS_t3M17	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC004SS_t3M17	industrialized_human
CM_cf__CF_FIFC004SS_t4M16	CF_FIFC004SS_t4M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC004SS_t4M16	industrialized_human
CM_cf__CF_FIFC004SS_t5M16	CF_FIFC004SS_t5M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC004SS_t5M16	industrialized_human
CM_cf__CF_FIFC004SS_t6M16	CF_FIFC004SS_t6M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC004SS_t6M16	industrialized_human
CM_cf__CF_FIFC004SS_t7M16	CF_FIFC004SS_t7M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC004SS_t7M16	industrialized_human
CM_cf__CF_FIFC004SS_t8M16	CF_FIFC004SS_t8M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC004SS_t8M16	industrialized_human
CM_cf__CF_FIFC005SS_t1M16	CF_FIFC005SS_t1M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC005SS_t1M16	industrialized_human
CM_cf__CF_FIFC005SS_t3M16	CF_FIFC005SS_t3M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC005SS_t3M16	industrialized_human
CM_cf__CF_FIFC005SS_t4M16	CF_FIFC005SS_t4M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC005SS_t4M16	industrialized_human
CM_cf__CF_FIFC005SS_t5M16	CF_FIFC005SS_t5M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC005SS_t5M16	industrialized_human
CM_cf__CF_FIFC005SS_t6M16	CF_FIFC005SS_t6M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC005SS_t6M16	industrialized_human
CM_cf__CF_FIFC009SS_t1M16	CF_FIFC009SS_t1M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC009SS_t1M16	industrialized_human
CM_cf__CF_FIFC009SS_t2M16	CF_FIFC009SS_t2M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC009SS_t2M16	industrialized_human
CM_cf__CF_FIFC009SS_t3M17	CF_FIFC009SS_t3M17	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC009SS_t3M17	industrialized_human
CM_cf__CF_FIFC009SS_t4M16	CF_FIFC009SS_t4M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC009SS_t4M16	industrialized_human
CM_cf__CF_FIFC009SS_t6M16	CF_FIFC009SS_t6M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC009SS_t6M16	industrialized_human
CM_cf__CF_FIFC010SS_t1M16	CF_FIFC010SS_t1M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC010SS_t1M16	industrialized_human
CM_cf__CF_FIFC010SS_t2M16	CF_FIFC010SS_t2M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC010SS_t2M16	industrialized_human
CM_cf__CF_FIFC010SS_t4M16	CF_FIFC010SS_t4M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC010SS_t4M16	industrialized_human
CM_cf__CF_FIFC010SS_t5M16	CF_FIFC010SS_t5M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC010SS_t5M16	industrialized_human
CM_cf__CF_FIFC010SS_t7M16	CF_FIFC010SS_t7M16	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC010SS_t7M16	industrialized_human
CM_cf__CF_FIFC013SS_t1M15	CF_FIFC013SS_t1M15	CM_cf	Homo_sapiens	Homo_sapiens	human	NA	ITA	ITA	ITA	industrialized_human	META	CF_FIFC013SS_t1M15	industrialized_human
